Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Milwaukee Bucks,48,15,.762,—,48,15,117.5,108.1
Toronto Raptors,46,18,.719,2.5,42,22,114.2,108.9
Indiana Pacers,41,23,.641,7.5,42,22,108.8,103.8
Philadelphia 76ers,40,23,.635,8.0,38,25,115.6,112.3
Boston Celtics,38,26,.594,10.5,42,22,112.0,106.8
Detroit Pistons,31,31,.500,16.5,30,32,107.4,107.8
Brooklyn Nets,32,33,.492,17.0,30,35,111.7,112.8
Orlando Magic,30,35,.462,19.0,31,34,105.9,106.7
Charlotte Hornets,29,34,.460,19.0,30,33,111.2,111.7
Miami Heat,28,34,.452,19.5,30,32,105.9,106.5
Washington Wizards,26,37,.413,22.0,26,37,114.0,116.9
Atlanta Hawks,22,42,.344,26.5,20,44,112.3,119.0
Chicago Bulls,18,46,.281,30.5,17,47,105.0,112.6
Cleveland Cavaliers,16,48,.250,32.5,14,50,103.6,113.3
New York Knicks,13,50,.206,35.0,16,47,106.0,114.3
Golden State Warriors,44,19,.698,—,43,20,118.6,112.1
Denver Nuggets,42,20,.677,1.5,41,21,112.2,107.2
Oklahoma City Thunder,39,24,.619,5.0,40,23,115.2,110.9
Portland Trail Blazers,39,24,.619,5.0,38,25,113.6,110.0
Houston Rockets,38,25,.603,6.0,36,27,113.4,111.1
Utah Jazz,36,26,.581,7.5,38,24,110.2,106.7
Los Angeles Clippers,36,29,.554,9.0,34,31,114.1,113.6
San Antonio Spurs,35,29,.547,9.5,34,30,112.0,111.2
Sacramento Kings,31,31,.500,12.5,28,34,113.9,115.2
Los Angeles Lakers,30,33,.476,14.0,29,34,112.4,113.9
Minnesota Timberwolves,29,34,.460,15.0,31,32,112.6,112.8
New Orleans Pelicans,29,36,.446,16.0,34,31,116.0,115.1
Dallas Mavericks,27,35,.435,16.5,29,33,108.3,109.2
Memphis Grizzlies,25,40,.385,20.0,27,38,101.1,103.7
Phoenix Suns,13,51,.203,31.5,14,50,106.5,116.3
