Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,29,13,.690,—,26,16,89.4,86.3
Miami Heat,27,13,.675,1.0,28,12,88.8,83.7
Philadelphia 76ers,22,19,.537,6.5,24,17,88.6,86.6
New York Knicks,21,21,.500,8.0,22,20,86.0,85.3
Washington Wizards,16,24,.400,12.0,19,21,91.5,92.5
Boston Celtics,16,25,.390,12.5,16,25,92.1,95.1
New Jersey Nets,12,29,.293,16.5,14,27,89.9,94.2
Indiana Pacers,27,15,.643,—,26,16,94.1,91.0
Atlanta Hawks,24,17,.585,2.5,24,17,85.6,83.7
Detroit Pistons,23,18,.561,3.5,25,16,89.2,86.5
Milwaukee Bucks,22,18,.550,4.0,22,18,91.4,89.9
Cleveland Cavaliers,21,20,.512,5.5,21,20,88.4,88.1
Charlotte Hornets,20,20,.500,6.0,19,21,90.4,91.0
Toronto Raptors,20,20,.500,6.0,19,21,90.8,91.6
Chicago Bulls,11,30,.268,15.5,8,33,81.7,90.4
Utah Jazz,32,8,.800,—,31,9,94.7,87.1
San Antonio Spurs,28,12,.700,4.0,30,10,92.4,85.4
Houston Rockets,27,14,.659,5.5,25,16,94.6,91.9
Minnesota Timberwolves,22,20,.524,11.0,23,19,92.7,91.3
Dallas Mavericks,13,27,.325,19.0,15,25,90.2,93.3
Denver Nuggets,13,29,.310,20.0,12,30,93.9,100.2
Vancouver Grizzlies,7,35,.167,26.0,10,32,89.6,97.6
Portland Trail Blazers,30,10,.750,—,31,9,94.9,87.2
Los Angeles Lakers,26,16,.619,5.0,26,16,99.2,96.0
Phoenix Suns,21,20,.512,9.5,22,19,95.0,94.0
Sacramento Kings,19,22,.463,11.5,18,23,99.5,101.0
Seattle SuperSonics,19,22,.463,11.5,19,22,94.1,95.3
Golden State Warriors,18,22,.450,12.0,15,25,87.3,90.3
Los Angeles Clippers,7,34,.171,23.5,9,32,89.8,98.8
