Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,22,21,.512,—,25,18,99.2,96.9
Brooklyn Nets,19,22,.463,2.0,17,24,97.6,100.3
New York Knicks,16,27,.372,6.0,16,27,95.9,99.3
Boston Celtics,15,30,.333,8.0,16,29,95.1,98.9
Philadelphia 76ers,14,30,.318,8.5,11,33,101.0,109.5
Indiana Pacers,34,9,.791,—,33,10,98.6,90.2
Chicago Bulls,22,21,.512,12.0,22,21,92.9,92.9
Detroit Pistons,17,26,.395,17.0,17,26,99.5,102.9
Cleveland Cavaliers,16,27,.372,18.0,14,29,96.4,101.3
Milwaukee Bucks,8,35,.186,26.0,9,34,91.3,100.7
Miami Heat,31,12,.721,—,29,14,104.1,98.5
Atlanta Hawks,23,20,.535,8.0,23,20,102.1,101.0
Washington Wizards,21,22,.488,10.0,21,22,98.9,99.5
Charlotte Bobcats,19,27,.413,13.5,18,28,93.9,97.2
Orlando Magic,12,32,.273,19.5,14,30,96.6,102.2
Oklahoma City Thunder,35,10,.778,—,33,12,105.3,97.7
Portland Trail Blazers,33,11,.750,1.5,30,14,109.5,103.5
Denver Nuggets,21,21,.500,12.5,22,20,103.5,102.8
Minnesota Timberwolves,21,22,.488,13.0,28,15,106.8,102.3
Utah Jazz,15,29,.341,19.5,12,32,94.7,101.2
Los Angeles Clippers,31,15,.674,—,31,15,106.0,100.3
Golden State Warriors,26,18,.591,4.0,28,16,104.0,99.9
Phoenix Suns,24,18,.571,5.0,25,17,104.2,101.2
Los Angeles Lakers,16,28,.364,14.0,14,30,100.7,106.0
Sacramento Kings,15,27,.357,14.0,18,24,101.9,104.3
San Antonio Spurs,33,10,.767,—,33,10,104.8,96.5
Houston Rockets,29,17,.630,5.5,28,18,105.0,101.6
Dallas Mavericks,25,20,.556,9.0,24,21,103.6,102.4
Memphis Grizzlies,22,20,.524,10.5,21,21,95.7,96.0
New Orleans Pelicans,17,25,.405,15.5,18,24,100.8,102.9
