Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,41,9,.820,—,40,10,101.3,91.5
Philadelphia 76ers,23,24,.489,16.5,24,23,96.4,95.9
New Jersey Nets,22,27,.449,18.5,20,29,97.9,100.7
New York Knicks,21,26,.447,18.5,20,27,104.3,106.5
Toronto Raptors,19,31,.380,22.0,20,30,97.2,100.0
Cleveland Cavaliers,38,9,.809,—,39,8,100.9,90.5
Detroit Pistons,25,21,.543,12.5,23,23,92.9,93.2
Milwaukee Bucks,24,28,.462,16.5,26,26,98.1,98.2
Chicago Bulls,21,28,.429,18.0,21,28,99.9,102.1
Indiana Pacers,19,30,.388,20.0,21,28,104.8,107.1
Orlando Magic,36,11,.766,—,36,11,102.4,94.3
Atlanta Hawks,27,20,.574,9.0,26,21,98.7,97.0
Miami Heat,26,21,.553,10.0,25,22,97.0,96.4
Charlotte Bobcats,19,29,.396,17.5,20,28,91.8,94.2
Washington Wizards,10,38,.208,26.5,13,35,94.1,101.4
Denver Nuggets,32,16,.667,—,30,18,104.1,100.2
Portland Trail Blazers,30,17,.638,1.5,30,17,98.7,94.6
Utah Jazz,27,22,.551,5.5,29,20,102.1,99.6
Minnesota Timberwolves,17,30,.362,14.5,18,29,99.1,102.4
Oklahoma City Thunder,11,37,.229,21.0,14,34,96.8,103.0
Los Angeles Lakers,38,9,.809,—,36,11,108.7,100.0
Phoenix Suns,26,20,.565,11.5,25,21,104.5,102.9
Golden State Warriors,15,34,.306,24.0,17,32,106.3,111.2
Sacramento Kings,11,39,.220,28.5,10,40,99.0,108.8
Los Angeles Clippers,10,38,.208,28.5,11,37,93.0,101.4
San Antonio Spurs,33,15,.688,—,29,19,97.6,94.5
Houston Rockets,30,19,.612,3.5,30,19,98.1,95.2
New Orleans Hornets,28,17,.622,3.5,27,18,95.9,93.0
Dallas Mavericks,28,19,.596,4.5,26,21,100.6,99.1
Memphis Grizzlies,12,35,.255,20.5,13,34,93.3,100.0
