Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,37,21,.638,—,36,22,95.9,92.5
New York Knicks,35,21,.625,1.0,32,24,92.2,90.5
Philadelphia 76ers,32,25,.561,4.5,31,26,94.4,93.2
Orlando Magic,27,31,.466,10.0,29,29,101.6,101.8
New Jersey Nets,24,34,.414,13.0,27,31,96.7,97.7
Boston Celtics,23,34,.404,13.5,23,34,97.2,99.9
Washington Wizards,17,41,.293,20.0,20,38,95.7,100.0
Indiana Pacers,39,18,.684,—,39,18,101.9,96.2
Toronto Raptors,31,25,.554,7.5,29,27,98.4,98.2
Charlotte Hornets,31,26,.544,8.0,32,25,98.4,96.5
Detroit Pistons,28,29,.491,11.0,30,27,103.6,103.1
Milwaukee Bucks,28,30,.483,11.5,28,30,102.3,103.0
Cleveland Cavaliers,23,34,.404,16.0,22,35,97.4,100.9
Atlanta Hawks,22,33,.400,16.0,24,31,97.2,99.3
Chicago Bulls,12,44,.214,26.5,11,45,85.3,94.5
San Antonio Spurs,37,21,.638,—,42,16,95.8,89.6
Utah Jazz,36,20,.643,—,36,20,96.2,92.4
Minnesota Timberwolves,33,24,.579,3.5,32,25,97.8,95.8
Denver Nuggets,25,31,.446,11.0,23,33,98.0,100.6
Dallas Mavericks,24,33,.421,12.5,26,31,101.3,102.6
Houston Rockets,23,35,.397,14.0,25,33,98.4,100.2
Vancouver Grizzlies,18,39,.316,18.5,19,38,93.9,98.6
Los Angeles Lakers,47,11,.810,—,46,12,99.5,90.6
Portland Trail Blazers,45,12,.789,1.5,44,13,97.5,89.6
Phoenix Suns,36,21,.632,10.5,39,18,98.5,93.4
Seattle SuperSonics,35,24,.593,12.5,31,28,97.6,97.1
Sacramento Kings,32,25,.561,14.5,34,23,105.5,102.8
Golden State Warriors,16,40,.286,30.0,16,40,96.1,102.7
Los Angeles Clippers,12,46,.207,35.0,9,49,90.4,101.8
