Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,10,13,.435,—,11,12,95.3,96.1
Toronto Raptors,7,13,.350,1.5,9,11,98.0,99.3
Brooklyn Nets,7,14,.333,2.0,6,15,94.9,102.0
Philadelphia 76ers,7,15,.318,2.5,6,16,102.0,109.5
New York Knicks,5,15,.250,3.5,7,13,94.3,98.7
Indiana Pacers,19,3,.864,—,17,5,97.7,89.3
Detroit Pistons,10,12,.455,9.0,10,12,99.1,100.3
Chicago Bulls,8,11,.421,9.5,9,10,93.1,93.2
Cleveland Cavaliers,8,13,.381,10.5,6,15,93.1,99.3
Milwaukee Bucks,5,16,.238,13.5,5,16,90.2,98.2
Miami Heat,16,6,.727,—,16,6,102.6,95.6
Atlanta Hawks,11,11,.500,5.0,11,11,99.2,99.1
Charlotte Bobcats,10,11,.476,5.5,9,12,90.8,92.4
Washington Wizards,9,11,.450,6.0,9,11,98.1,98.9
Orlando Magic,6,15,.286,9.5,7,14,97.7,102.6
Portland Trail Blazers,18,4,.818,—,15,7,106.2,99.9
Oklahoma City Thunder,16,4,.800,1.0,14,6,104.6,98.8
Denver Nuggets,13,8,.619,4.5,12,9,102.6,100.0
Minnesota Timberwolves,10,11,.476,7.5,13,8,105.5,101.5
Utah Jazz,4,19,.174,14.5,4,19,92.1,102.1
Los Angeles Clippers,14,8,.636,—,14,8,104.1,99.6
Phoenix Suns,12,9,.571,1.5,12,9,101.8,99.9
Golden State Warriors,12,10,.545,2.0,13,9,103.0,99.9
Los Angeles Lakers,10,11,.476,3.5,9,12,101.3,103.5
Sacramento Kings,6,13,.316,6.5,8,11,98.7,100.8
San Antonio Spurs,16,4,.800,—,16,4,102.6,93.6
Houston Rockets,15,7,.682,2.0,15,7,107.5,101.2
Dallas Mavericks,13,9,.591,4.0,12,10,103.4,102.3
Memphis Grizzlies,10,10,.500,6.0,8,12,93.2,96.0
New Orleans Pelicans,9,10,.474,6.5,10,9,103.0,102.2
