Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,36,21,.632,—,35,22,95.8,92.7
New York Knicks,34,21,.618,1.0,31,24,91.9,90.4
Philadelphia 76ers,31,25,.554,4.5,30,26,94.6,93.4
Orlando Magic,26,31,.456,10.0,28,29,101.6,101.9
Boston Celtics,23,33,.411,12.5,23,33,97.3,99.9
New Jersey Nets,22,34,.393,13.5,25,31,96.6,97.9
Washington Wizards,16,40,.286,19.5,19,37,95.8,100.5
Indiana Pacers,39,17,.696,—,40,16,102.2,95.9
Charlotte Hornets,31,25,.554,8.0,32,24,98.5,96.4
Toronto Raptors,30,25,.545,8.5,28,27,98.5,98.3
Detroit Pistons,28,28,.500,11.0,29,27,103.8,103.0
Milwaukee Bucks,28,29,.491,11.5,28,29,102.4,102.9
Atlanta Hawks,22,32,.407,16.0,24,30,97.5,99.2
Cleveland Cavaliers,22,34,.393,17.0,21,35,97.1,100.8
Chicago Bulls,12,43,.218,26.5,10,45,84.9,94.1
San Antonio Spurs,37,20,.649,—,41,16,95.7,89.3
Utah Jazz,35,20,.636,1.0,35,20,96.0,92.4
Minnesota Timberwolves,32,24,.571,4.5,32,24,97.6,95.7
Denver Nuggets,25,30,.455,11.0,23,32,98.3,100.7
Dallas Mavericks,24,32,.429,12.5,25,31,101.3,102.6
Houston Rockets,22,35,.386,15.0,25,32,98.3,100.2
Vancouver Grizzlies,18,38,.321,18.5,19,37,93.9,98.5
Los Angeles Lakers,46,11,.807,—,45,12,99.4,90.6
Portland Trail Blazers,45,12,.789,1.0,44,13,97.5,89.6
Phoenix Suns,35,21,.625,10.5,37,19,98.2,93.6
Seattle SuperSonics,35,23,.603,11.5,31,27,97.9,97.0
Sacramento Kings,32,24,.571,13.5,33,23,105.6,102.9
Golden State Warriors,16,40,.286,29.5,16,40,96.1,102.7
Los Angeles Clippers,12,46,.207,34.5,9,49,90.4,101.8
