Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,45,23,.662,—,43,25,110.2,106.1
Boston Celtics,44,25,.638,1.5,40,29,107.5,105.0
Washington Wizards,42,27,.609,3.5,39,30,108.9,106.8
Toronto Raptors,40,29,.580,5.5,42,27,106.8,103.3
Atlanta Hawks,37,32,.536,8.5,32,37,103.6,104.5
Indiana Pacers,35,33,.515,10.0,33,35,104.3,104.9
Milwaukee Bucks,34,35,.493,11.5,35,34,104.6,104.5
Miami Heat,34,35,.493,11.5,37,32,102.9,101.9
Detroit Pistons,33,36,.478,12.5,33,36,101.5,102.2
Chicago Bulls,33,37,.471,13.0,32,38,101.8,103.1
Charlotte Hornets,30,39,.435,15.5,36,33,104.8,104.2
New York Knicks,27,42,.391,18.5,27,42,105.3,108.6
Philadelphia 76ers,25,43,.368,20.0,22,46,102.3,107.6
Orlando Magic,25,45,.357,21.0,20,50,100.0,106.5
Brooklyn Nets,13,55,.191,32.0,18,50,105.8,113.9
Golden State Warriors,55,14,.797,—,56,13,116.2,104.9
San Antonio Spurs,52,16,.765,2.5,51,17,106.4,98.6
Houston Rockets,48,22,.686,7.5,49,21,115.3,108.4
Utah Jazz,43,27,.614,12.5,45,25,100.3,96.3
Los Angeles Clippers,41,29,.586,14.5,42,28,107.7,104.7
Oklahoma City Thunder,40,29,.580,15.0,37,32,106.9,106.0
Memphis Grizzlies,40,30,.571,15.5,37,33,101.4,100.4
Denver Nuggets,33,36,.478,22.0,35,34,111.1,110.8
Portland Trail Blazers,31,37,.456,23.5,30,38,108.2,110.0
Dallas Mavericks,29,39,.426,25.5,29,39,98.0,100.1
Minnesota Timberwolves,28,40,.412,26.5,33,35,104.9,105.2
New Orleans Pelicans,28,41,.406,27.0,29,40,103.3,106.0
Sacramento Kings,27,42,.391,28.0,27,42,102.9,106.2
Phoenix Suns,22,47,.319,33.0,24,45,107.4,112.5
Los Angeles Lakers,20,49,.290,35.0,19,50,104.3,111.7
