Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,25,23,.521,—,24,24,98.4,98.3
New Jersey Nets,22,27,.449,3.5,22,27,97.6,98.8
New York Knicks,22,28,.440,4.0,22,28,99.9,101.8
Philadelphia 76ers,16,33,.327,9.5,17,32,95.3,99.5
Boston Celtics,12,35,.255,12.5,18,29,96.7,100.1
Detroit Pistons,29,18,.617,—,29,18,97.1,93.5
Chicago Bulls,28,21,.571,2.0,32,17,98.8,94.4
Cleveland Cavaliers,27,21,.563,2.5,27,21,95.9,94.2
Indiana Pacers,26,22,.542,3.5,23,25,96.4,96.8
Milwaukee Bucks,19,30,.388,11.0,18,31,99.6,103.6
Washington Wizards,28,19,.596,—,25,22,107.2,106.3
Orlando Magic,25,24,.510,4.0,27,22,94.1,92.8
Miami Heat,23,25,.479,5.5,20,28,96.7,98.8
Atlanta Hawks,18,29,.383,10.0,16,31,92.0,96.4
Charlotte Bobcats,18,30,.375,10.5,16,32,95.1,100.0
Utah Jazz,32,17,.653,—,29,20,102.4,99.9
Denver Nuggets,23,23,.500,7.5,25,21,105.3,103.9
Minnesota Timberwolves,22,26,.458,9.5,22,26,95.7,97.0
Portland Trail Blazers,20,30,.400,12.5,17,33,93.6,98.0
Seattle SuperSonics,17,31,.354,14.5,19,29,99.9,102.9
Phoenix Suns,39,10,.796,—,37,12,111.3,102.6
Los Angeles Lakers,30,19,.612,9.0,27,22,103.9,102.2
Los Angeles Clippers,24,24,.500,14.5,23,25,97.0,97.7
Golden State Warriors,23,26,.469,16.0,22,27,105.4,106.8
Sacramento Kings,20,26,.435,17.5,22,24,100.2,100.9
Dallas Mavericks,39,9,.813,—,35,13,100.0,93.2
San Antonio Spurs,32,16,.667,7.0,36,12,98.2,91.1
Houston Rockets,31,17,.646,8.0,34,14,96.3,90.3
New Orleans/Oklahoma City Hornets,21,27,.438,18.0,19,29,90.7,93.6
Memphis Grizzlies,12,37,.245,27.5,17,32,100.5,105.4
