Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,10,1,.909,—,8,3,115.1,106.3
Milwaukee Bucks,8,3,.727,2.0,8,3,120.3,112.1
Miami Heat,8,3,.727,2.0,8,3,111.4,104.9
Toronto Raptors,8,3,.727,2.0,8,3,112.6,106.6
Philadelphia 76ers,7,5,.583,3.5,7,5,109.4,107.7
Indiana Pacers,7,5,.583,3.5,8,4,108.8,104.6
Charlotte Hornets,5,7,.417,5.5,4,8,107.0,113.1
Orlando Magic,5,7,.417,5.5,6,6,100.3,99.9
Atlanta Hawks,4,7,.364,6.0,4,7,107.0,111.7
Brooklyn Nets,4,7,.364,6.0,5,6,116.8,119.5
Cleveland Cavaliers,4,7,.364,6.0,5,6,105.3,107.1
Chicago Bulls,4,8,.333,6.5,5,7,107.4,110.5
Detroit Pistons,4,9,.308,7.0,5,8,108.7,112.2
Washington Wizards,3,7,.300,6.5,4,6,117.7,119.6
New York Knicks,3,9,.250,7.5,3,9,100.0,109.7
Los Angeles Lakers,10,2,.833,—,9,3,109.8,100.6
Houston Rockets,9,3,.750,1.0,7,5,118.0,114.9
Denver Nuggets,8,3,.727,1.5,7,4,104.7,101.9
Utah Jazz,8,4,.667,2.0,8,4,104.7,100.2
Phoenix Suns,7,4,.636,2.5,8,3,117.6,110.5
Los Angeles Clippers,7,5,.583,3.0,7,5,111.6,108.6
Minnesota Timberwolves,7,5,.583,3.0,6,6,117.1,117.9
Dallas Mavericks,6,5,.545,3.5,6,5,114.2,111.7
Memphis Grizzlies,5,7,.417,5.0,3,9,109.8,117.8
Oklahoma City Thunder,5,7,.417,5.0,6,6,107.1,107.1
San Antonio Spurs,5,7,.417,5.0,5,7,112.1,113.9
Sacramento Kings,4,7,.364,5.5,4,7,104.8,109.3
Portland Trail Blazers,4,8,.333,6.0,5,7,112.2,113.9
New Orleans Pelicans,3,8,.273,6.5,4,7,118.4,122.8
Golden State Warriors,2,11,.154,8.5,3,10,109.5,119.8
