Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,21,8,.724,—,20,9,94.1,89.1
New York Knicks,19,12,.613,3.0,20,11,86.6,83.3
Miami Heat,18,14,.563,4.5,18,14,88.0,86.6
Orlando Magic,14,16,.467,7.5,15,15,94.4,94.6
Boston Celtics,12,18,.400,9.5,12,18,94.7,97.9
New Jersey Nets,9,21,.300,12.5,10,20,87.3,92.1
Washington Wizards,6,25,.194,16.0,8,23,89.4,96.7
Charlotte Hornets,20,12,.625,—,21,11,90.9,87.1
Cleveland Cavaliers,16,12,.571,2.0,12,16,91.6,93.8
Milwaukee Bucks,16,13,.552,2.5,15,14,97.5,96.7
Toronto Raptors,15,15,.500,4.0,16,14,94.5,93.4
Indiana Pacers,13,18,.419,6.5,15,16,93.0,93.7
Detroit Pistons,13,18,.419,6.5,13,18,95.4,97.2
Atlanta Hawks,10,20,.333,9.0,10,20,86.6,91.2
Chicago Bulls,5,25,.167,14.0,5,25,84.5,95.4
Utah Jazz,20,11,.645,—,22,9,97.1,91.4
Dallas Mavericks,20,12,.625,0.5,20,12,97.9,94.8
San Antonio Spurs,19,11,.633,0.5,21,9,93.8,88.3
Minnesota Timberwolves,18,14,.563,2.5,16,16,96.3,96.2
Denver Nuggets,16,15,.516,4.0,13,18,98.0,100.6
Houston Rockets,14,16,.467,5.5,15,15,94.4,94.6
Vancouver Grizzlies,8,22,.267,11.5,11,19,89.6,93.4
Sacramento Kings,20,8,.714,—,22,6,98.9,90.4
Los Angeles Lakers,22,10,.688,—,21,11,101.9,97.3
Portland Trail Blazers,22,10,.688,—,22,10,95.7,90.9
Phoenix Suns,18,10,.643,2.0,17,11,93.8,90.9
Seattle SuperSonics,17,14,.548,4.5,16,15,98.6,98.1
Golden State Warriors,10,20,.333,11.0,10,20,95.8,101.2
Los Angeles Clippers,10,21,.323,11.5,11,20,90.4,94.1
