SEASON_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_ID,GAME_DATE,HWIN,HPLUSMINUS,HFGM,HFGA,HFG_PCT,HFG3M,HFG3A,HFG3_PCT,HFTM,HFTA,HFT_PCT,HOREB,HDREB,HREB,HAST,HSTL,HBLK,HTOV,HPF,AFGM,AFGA,AFG_PCT,AFG3M,AFG3A,AFG3_PCT,AFTM,AFTA,AFT_PCT,AOREB,ADREB,AREB,AAST,ASTL,ABLK,ATOV,APF
42014,Cleveland Cavaliers,Golden State Warriors,0041400403,2015-06-09,W,5.0,35,76,0.461,9,21,0.429,17,24,0.708,6,37,43,15,9,8,14,16,36,90,0.4,12,34,0.353,7,12,0.583,18,28,46,21,6,7,14,25
42014,Los Angeles Clippers,San Antonio Spurs,0041400162,2015-04-22,L,-4.0,39,92,0.424,9,29,0.31,20,37,0.541,16,39,55,23,5,6,11,20,42,91,0.462,8,25,0.32,19,26,0.731,10,38,48,26,8,6,9,31
42014,Cleveland Cavaliers,Golden State Warriors,0041400406,2015-06-16,L,-8.0,32,82,0.39,6,26,0.231,27,39,0.692,16,40,56,14,3,7,16,26,37,85,0.435,13,34,0.382,18,29,0.621,7,32,39,28,11,4,9,27
42014,Washington Wizards,Atlanta Hawks,0041400203,2015-05-09,W,2.0,37,78,0.474,10,28,0.357,19,29,0.655,9,34,43,27,5,5,13,24,36,81,0.444,7,23,0.304,22,29,0.759,8,30,38,23,10,3,10,26
42014,Cleveland Cavaliers,Boston Celtics,0041400112,2015-04-21,W,8.0,34,76,0.447,7,29,0.241,24,26,0.923,12,35,47,18,7,10,18,22,33,85,0.388,6,22,0.273,19,22,0.864,13,26,39,19,6,3,11,22
42014,Golden State Warriors,Houston Rockets,0041400312,2015-05-21,W,1.0,41,77,0.532,8,24,0.333,9,13,0.692,7,32,39,31,7,8,16,17,39,84,0.464,7,23,0.304,13,19,0.684,11,28,39,20,10,5,10,18
42014,Golden State Warriors,New Orleans Pelicans,0041400142,2015-04-20,W,10.0,38,86,0.442,9,30,0.3,12,19,0.632,14,35,49,27,8,6,13,18,31,81,0.383,7,20,0.35,18,24,0.75,10,31,41,21,10,4,13,20
42014,Dallas Mavericks,Houston Rockets,0041400154,2015-04-26,W,12.0,51,94,0.543,10,28,0.357,9,21,0.429,16,36,52,25,3,5,15,28,38,81,0.469,7,31,0.226,26,40,0.65,7,31,38,21,10,4,10,24
42014,Chicago Bulls,Milwaukee Bucks,0041400121,2015-04-18,W,12.0,38,83,0.458,12,32,0.375,15,22,0.682,10,42,52,30,8,7,19,21,35,89,0.393,4,16,0.25,17,26,0.654,13,28,41,22,11,3,13,23
42014,Atlanta Hawks,Washington Wizards,0041400205,2015-05-13,W,1.0,34,83,0.41,5,22,0.227,9,11,0.818,13,37,50,21,11,13,23,17,33,88,0.375,4,17,0.235,11,16,0.688,13,33,46,20,15,5,19,17
