SEASON_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_ID,GAME_DATE,HWIN,HPLUSMINUS,HFGM,HFGA,HFG_PCT,HFG3M,HFG3A,HFG3_PCT,HFTM,HFTA,HFT_PCT,HOREB,HDREB,HREB,HAST,HSTL,HBLK,HTOV,HPF,AFGM,AFGA,AFG_PCT,AFG3M,AFG3A,AFG3_PCT,AFTM,AFTA,AFT_PCT,AOREB,ADREB,AREB,AAST,ASTL,ABLK,ATOV,APF
42012,Atlanta Hawks,Indiana Pacers,0041200123,2013-04-27,W,21.0,35,82,0.427,4,15,0.267,16,28,0.571,13,35,48,17,11,6,14,27,22,81,0.272,4,25,0.16,21,28,0.75,17,35,52,10,6,5,22,27
42012,Golden State Warriors,San Antonio Spurs,0041200234,2013-05-12,W,10.0,35,92,0.38,7,18,0.389,20,25,0.8,19,46,65,19,6,1,18,26,33,93,0.355,7,27,0.259,14,25,0.56,15,36,51,17,11,7,11,25
42012,Indiana Pacers,New York Knicks,0041200213,2013-05-11,W,11.0,28,80,0.35,10,33,0.303,16,23,0.696,18,35,53,14,7,1,17,23,25,71,0.352,3,11,0.273,18,25,0.72,11,30,41,11,7,3,14,23
42012,San Antonio Spurs,Miami Heat,0041200405,2013-06-16,W,10.0,42,70,0.6,9,22,0.409,21,26,0.808,5,31,36,21,5,8,18,21,37,86,0.43,11,23,0.478,19,23,0.826,12,22,34,25,8,3,13,24
42012,Miami Heat,Chicago Bulls,0041200201,2013-05-06,L,-7.0,31,78,0.397,7,24,0.292,17,25,0.68,7,25,32,20,8,8,8,24,31,71,0.437,7,18,0.389,24,29,0.828,9,37,46,20,5,3,15,20
42012,New York Knicks,Indiana Pacers,0041200215,2013-05-16,W,10.0,32,78,0.41,7,18,0.389,14,17,0.824,10,30,40,12,12,5,10,30,25,69,0.362,6,19,0.316,19,33,0.576,12,31,43,12,6,3,19,18
42012,Golden State Warriors,San Antonio Spurs,0041200236,2013-05-16,L,-12.0,33,85,0.388,4,16,0.25,12,19,0.632,11,29,40,18,7,3,12,25,33,73,0.452,7,19,0.368,21,25,0.84,6,40,46,27,6,4,14,20
42012,Chicago Bulls,Miami Heat,0041200203,2013-05-10,L,-10.0,35,77,0.455,7,22,0.318,17,25,0.68,11,26,37,21,7,4,11,30,35,70,0.5,8,20,0.4,26,30,0.867,9,30,39,21,4,4,12,20
42012,Miami Heat,San Antonio Spurs,0041200402,2013-06-09,W,19.0,41,83,0.494,10,19,0.526,11,14,0.786,9,27,36,22,9,6,6,17,32,78,0.41,10,20,0.5,10,14,0.714,15,29,44,16,3,4,16,14
42012,Atlanta Hawks,Indiana Pacers,0041200124,2013-04-29,W,11.0,33,74,0.446,11,24,0.458,25,38,0.658,11,35,46,24,10,4,13,25,32,84,0.381,7,23,0.304,20,25,0.8,15,30,45,22,8,4,13,28
42012,Los Angeles Lakers,San Antonio Spurs,0041200154,2013-04-28,L,-21.0,36,76,0.474,5,17,0.294,5,12,0.417,7,34,41,22,2,5,21,15,39,84,0.464,5,16,0.313,20,23,0.87,10,30,40,24,13,3,8,14
42012,Indiana Pacers,New York Knicks,0041200216,2013-05-18,W,7.0,34,67,0.507,4,15,0.267,34,46,0.739,11,32,43,17,4,7,9,16,34,85,0.4,13,30,0.433,18,18,1.0,14,22,36,19,3,0,9,34
42012,Miami Heat,Indiana Pacers,0041200302,2013-05-24,L,-4.0,34,73,0.466,7,22,0.318,18,26,0.692,10,22,32,14,4,4,14,27,33,66,0.5,5,12,0.417,26,32,0.813,11,28,39,18,6,3,13,23
42012,San Antonio Spurs,Memphis Grizzlies,0041200311,2013-05-19,W,22.0,40,76,0.526,14,29,0.483,11,14,0.786,7,26,33,28,5,4,11,18,32,74,0.432,5,12,0.417,14,20,0.7,10,25,35,20,5,6,12,17
42012,Memphis Grizzlies,Los Angeles Clippers,0041200176,2013-05-03,W,13.0,36,71,0.507,8,19,0.421,38,47,0.809,6,28,34,27,7,3,10,26,41,78,0.526,7,20,0.35,16,24,0.667,8,27,35,19,3,0,13,33
42012,Memphis Grizzlies,Oklahoma City Thunder,0041200223,2013-05-11,W,6.0,30,74,0.405,4,14,0.286,23,28,0.821,5,39,44,16,5,6,11,19,32,88,0.364,5,18,0.278,12,19,0.632,14,37,51,10,7,4,12,23
42012,Miami Heat,Chicago Bulls,0041200202,2013-05-08,W,37.0,42,70,0.6,9,18,0.5,22,29,0.759,8,33,41,29,9,5,17,24,27,76,0.355,9,23,0.391,15,21,0.714,12,16,28,17,8,0,17,27
42012,Los Angeles Clippers,Memphis Grizzlies,0041200171,2013-04-20,W,21.0,41,74,0.554,7,19,0.368,23,31,0.742,14,33,47,20,4,4,11,28,33,71,0.465,5,12,0.417,20,25,0.8,4,19,23,22,3,1,7,29
42012,Oklahoma City Thunder,Houston Rockets,0041200142,2013-04-24,W,3.0,37,85,0.435,11,35,0.314,20,24,0.833,10,30,40,20,8,9,12,22,36,91,0.396,10,35,0.286,20,25,0.8,18,39,57,16,4,3,16,23
42012,Chicago Bulls,Brooklyn Nets,0041200133,2013-04-25,W,3.0,31,78,0.397,3,15,0.2,14,21,0.667,9,39,48,17,6,3,13,15,28,81,0.346,5,21,0.238,15,17,0.882,7,35,42,15,5,11,10,19
42012,Milwaukee Bucks,Miami Heat,0041200104,2013-04-28,L,-11.0,30,81,0.37,6,22,0.273,11,15,0.733,12,25,37,19,7,6,15,14,34,73,0.466,7,26,0.269,13,19,0.684,8,34,42,24,8,8,13,21
42012,Indiana Pacers,New York Knicks,0041200214,2013-05-14,W,11.0,31,76,0.408,8,25,0.32,23,30,0.767,16,38,54,17,4,8,12,18,31,87,0.356,8,28,0.286,12,14,0.857,11,25,36,14,7,9,9,29
42012,San Antonio Spurs,Memphis Grizzlies,0041200312,2013-05-21,W,4.0,36,83,0.434,9,25,0.36,12,17,0.706,4,42,46,29,5,12,13,23,33,97,0.34,5,17,0.294,18,26,0.692,19,41,60,19,9,6,10,22
42012,Los Angeles Clippers,Memphis Grizzlies,0041200172,2013-04-22,W,2.0,37,78,0.474,2,15,0.133,17,22,0.773,9,31,40,19,5,10,13,27,33,73,0.452,2,11,0.182,23,34,0.676,8,30,38,16,8,5,12,21
42012,Memphis Grizzlies,Los Angeles Clippers,0041200174,2013-04-27,W,21.0,39,77,0.506,4,12,0.333,22,29,0.759,13,32,45,25,3,6,13,20,32,78,0.41,4,21,0.19,15,17,0.882,5,23,28,17,8,5,8,27
42012,San Antonio Spurs,Golden State Warriors,0041200232,2013-05-08,L,-9.0,35,89,0.393,5,21,0.238,16,24,0.667,17,31,48,14,7,5,10,19,38,84,0.452,11,23,0.478,13,20,0.65,13,37,50,19,6,4,9,20
42012,Miami Heat,Chicago Bulls,0041200205,2013-05-15,W,3.0,32,70,0.457,6,21,0.286,24,33,0.727,6,26,32,20,10,5,10,24,33,75,0.44,8,19,0.421,17,24,0.708,15,25,40,14,5,5,14,21
