SEASON_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_ID,GAME_DATE,HWIN,HPLUSMINUS,HFGM,HFGA,HFG_PCT,HFG3M,HFG3A,HFG3_PCT,HFTM,HFTA,HFT_PCT,HOREB,HDREB,HREB,HAST,HSTL,HBLK,HTOV,HPF,AFGM,AFGA,AFG_PCT,AFG3M,AFG3A,AFG3_PCT,AFTM,AFTA,AFT_PCT,AOREB,ADREB,AREB,AAST,ASTL,ABLK,ATOV,APF
42011,Utah Jazz,San Antonio Spurs,0041100143,2012-05-05,L,-12.0,36,89,0.404,4,13,0.308,14,26,0.538,17,32,49,18,6,8,9,18,39,80,0.488,7,20,0.35,17,22,0.773,9,32,41,21,2,11,11,20
42011,Boston Celtics,Atlanta Hawks,0041100133,2012-05-04,W,6.0,32,79,0.405,4,13,0.308,22,25,0.88,7,44,51,18,10,8,13,18,34,90,0.378,4,20,0.2,12,15,0.8,11,37,48,15,8,4,17,21
42011,Boston Celtics,Atlanta Hawks,0041100136,2012-05-10,W,3.0,31,74,0.419,2,10,0.2,19,24,0.792,11,29,40,19,8,11,12,14,32,78,0.41,7,15,0.467,9,10,0.9,7,29,36,22,6,4,13,20
42011,Dallas Mavericks,Oklahoma City Thunder,0041100154,2012-05-05,L,-6.0,33,79,0.418,10,19,0.526,21,24,0.875,11,28,39,19,6,4,13,21,39,75,0.52,9,24,0.375,16,20,0.8,6,33,39,22,7,8,13,27
42011,Boston Celtics,Philadelphia 76ers,0041100217,2012-05-26,W,10.0,31,73,0.425,3,17,0.176,20,22,0.909,4,40,44,17,10,6,14,22,28,80,0.35,5,18,0.278,14,20,0.7,13,32,45,15,9,1,15,23
42011,Philadelphia 76ers,Chicago Bulls,0041100104,2012-05-06,W,7.0,31,79,0.392,5,19,0.263,22,31,0.71,12,34,46,16,6,6,8,18,34,85,0.4,3,11,0.273,11,14,0.786,11,37,48,21,5,7,14,23
42011,Indiana Pacers,Miami Heat,0041100204,2012-05-20,L,-8.0,33,79,0.418,7,22,0.318,20,24,0.833,8,30,38,17,7,6,15,28,38,80,0.475,5,12,0.417,20,28,0.714,14,33,47,20,8,9,15,24
42011,Denver Nuggets,Los Angeles Lakers,0041100164,2012-05-06,L,-4.0,39,86,0.453,3,19,0.158,7,12,0.583,13,25,38,17,9,9,10,19,39,86,0.453,5,17,0.294,9,18,0.5,19,29,48,22,4,7,13,13
42011,Philadelphia 76ers,Boston Celtics,0041100214,2012-05-18,W,9.0,31,82,0.378,5,11,0.455,25,36,0.694,17,35,52,18,9,2,11,19,30,71,0.423,7,23,0.304,16,19,0.842,5,33,38,23,7,6,17,28
42011,Los Angeles Clippers,Memphis Grizzlies,0041100176,2012-05-11,L,-2.0,34,79,0.43,4,15,0.267,16,25,0.64,10,22,32,21,13,6,7,24,35,77,0.455,3,10,0.3,17,27,0.63,15,33,48,20,5,9,20,24
42011,Los Angeles Lakers,Denver Nuggets,0041100161,2012-04-29,W,15.0,43,86,0.5,6,17,0.353,11,15,0.733,11,41,52,22,6,15,11,22,32,90,0.356,4,14,0.286,20,27,0.741,16,30,46,17,6,4,10,18
42011,Miami Heat,New York Knicks,0041100115,2012-05-09,W,12.0,34,78,0.436,9,19,0.474,29,34,0.853,13,29,42,20,7,3,10,18,36,76,0.474,4,13,0.308,18,21,0.857,11,25,36,13,7,5,13,23
42011,Boston Celtics,Philadelphia 76ers,0041100211,2012-05-12,W,1.0,36,82,0.439,2,18,0.111,18,19,0.947,9,36,45,28,7,7,13,16,36,82,0.439,5,14,0.357,14,20,0.7,8,33,41,19,9,8,11,15
42011,Oklahoma City Thunder,San Antonio Spurs,0041100313,2012-05-31,W,20.0,40,88,0.455,6,22,0.273,16,17,0.941,12,32,44,23,14,9,7,16,30,76,0.395,11,26,0.423,11,15,0.733,12,29,41,18,2,7,21,19
42011,Utah Jazz,San Antonio Spurs,0041100144,2012-05-07,L,-6.0,32,88,0.364,0,13,0.0,17,26,0.654,16,41,57,16,6,8,12,23,28,74,0.378,10,22,0.455,21,30,0.7,7,36,43,12,7,4,12,23
42011,Memphis Grizzlies,Los Angeles Clippers,0041100172,2012-05-02,W,7.0,36,75,0.48,2,12,0.167,31,39,0.795,16,21,37,12,13,7,12,17,38,67,0.567,9,16,0.563,13,18,0.722,4,24,28,15,8,6,20,29
42011,San Antonio Spurs,Utah Jazz,0041100141,2012-04-29,W,15.0,40,84,0.476,6,17,0.353,20,28,0.714,10,29,39,25,10,2,10,18,32,76,0.421,4,13,0.308,23,30,0.767,13,32,45,17,7,8,16,24
42011,Miami Heat,Oklahoma City Thunder,0041100404,2012-06-19,W,6.0,38,79,0.481,10,26,0.385,18,25,0.72,9,31,40,19,8,2,9,18,40,82,0.488,3,16,0.188,15,16,0.938,8,27,35,13,6,2,11,20
42011,Chicago Bulls,Philadelphia 76ers,0041100101,2012-04-28,W,12.0,40,78,0.513,6,14,0.429,17,24,0.708,10,37,47,28,6,6,18,23,33,83,0.398,1,9,0.111,24,31,0.774,12,26,38,18,10,5,11,21
42011,Oklahoma City Thunder,Dallas Mavericks,0041100151,2012-04-28,W,1.0,38,79,0.481,6,16,0.375,17,20,0.85,9,27,36,17,8,11,14,22,34,78,0.436,10,22,0.455,20,25,0.8,10,32,42,15,11,3,15,20
42011,Oklahoma City Thunder,Los Angeles Lakers,0041100235,2012-05-21,W,16.0,42,90,0.467,3,13,0.231,19,25,0.76,14,37,51,20,7,6,11,22,34,75,0.453,2,11,0.182,20,26,0.769,3,32,35,12,6,6,12,24
42011,Miami Heat,Boston Celtics,0041100305,2012-06-05,L,-4.0,32,82,0.39,7,26,0.269,19,25,0.76,12,37,49,13,6,3,15,21,33,81,0.407,6,15,0.4,22,27,0.815,9,30,39,19,13,4,12,21
42011,Miami Heat,Boston Celtics,0041100307,2012-06-09,W,13.0,36,70,0.514,9,26,0.346,20,27,0.741,9,29,38,16,8,3,13,14,35,75,0.467,6,19,0.316,12,15,0.8,7,26,33,19,10,2,13,24
42011,Boston Celtics,Philadelphia 76ers,0041100212,2012-05-14,L,-1.0,33,79,0.418,8,18,0.444,7,9,0.778,6,30,36,23,11,6,17,22,31,76,0.408,5,14,0.357,15,21,0.714,11,36,47,17,10,6,16,13
42011,Oklahoma City Thunder,San Antonio Spurs,0041100314,2012-06-02,W,6.0,44,78,0.564,5,13,0.385,16,21,0.762,7,34,41,27,5,5,12,15,41,82,0.5,11,23,0.478,10,16,0.625,7,24,31,17,5,2,10,20
