SEASON_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_ID,GAME_DATE,HWIN,HPLUSMINUS,HFGM,HFGA,HFG_PCT,HFG3M,HFG3A,HFG3_PCT,HFTM,HFTA,HFT_PCT,HOREB,HDREB,HREB,HAST,HSTL,HBLK,HTOV,HPF,AFGM,AFGA,AFG_PCT,AFG3M,AFG3A,AFG3_PCT,AFTM,AFTA,AFT_PCT,AOREB,ADREB,AREB,AAST,ASTL,ABLK,ATOV,APF
42005,Miami Heat,New Jersey Nets,0040500211,2006-05-08,L,-12.0,27,69,0.391,4,22,0.182,30,43,0.698,11,31,42,11,10,3,17,23,34,70,0.486,9,22,0.409,23,30,0.767,6,36,42,20,12,3,18,30
42005,Los Angeles Clippers,Phoenix Suns,0040500233,2006-05-12,L,-3.0,35,83,0.422,7,13,0.538,14,20,0.7,8,39,47,23,6,9,15,26,32,86,0.372,7,27,0.259,23,26,0.885,8,38,46,25,8,6,12,19
42005,Denver Nuggets,Los Angeles Clippers,0040500164,2006-04-29,L,-14.0,36,85,0.424,5,22,0.227,9,12,0.75,8,29,37,25,5,5,15,23,37,76,0.487,5,9,0.556,21,24,0.875,5,34,39,26,8,4,18,21
42005,San Antonio Spurs,Dallas Mavericks,0040500222,2006-05-09,L,-22.0,30,66,0.455,4,13,0.308,27,37,0.73,6,28,34,11,4,5,14,26,36,78,0.462,6,13,0.462,35,43,0.814,10,29,39,12,10,3,6,27
42005,Milwaukee Bucks,Detroit Pistons,0040500104,2006-05-01,L,-10.0,38,69,0.551,4,10,0.4,19,28,0.679,11,26,37,23,3,4,16,33,35,74,0.473,8,17,0.471,31,41,0.756,13,20,33,22,7,3,6,21
42005,Miami Heat,Detroit Pistons,0040500304,2006-05-29,W,11.0,28,51,0.549,5,15,0.333,28,47,0.596,4,31,35,17,7,5,13,19,30,77,0.39,6,16,0.375,12,22,0.545,14,22,36,14,4,2,10,30
42005,Detroit Pistons,Cleveland Cavaliers,0040500201,2006-05-07,W,27.0,42,81,0.519,15,22,0.682,14,18,0.778,12,28,40,23,4,9,10,19,34,82,0.415,3,10,0.3,15,18,0.833,16,21,37,14,3,3,10,17
42005,Chicago Bulls,Miami Heat,0040500114,2006-04-30,W,6.0,31,68,0.456,7,17,0.412,24,31,0.774,8,26,34,18,9,7,17,17,37,89,0.416,9,26,0.346,4,5,0.8,15,26,41,23,7,5,19,31
42005,Chicago Bulls,Miami Heat,0040500116,2006-05-04,L,-17.0,31,75,0.413,10,30,0.333,24,32,0.75,8,26,34,19,4,1,11,26,38,77,0.494,11,25,0.44,26,34,0.765,14,37,51,21,6,5,14,26
42005,Los Angeles Clippers,Phoenix Suns,0040500236,2006-05-18,W,12.0,48,78,0.615,2,5,0.4,20,23,0.87,7,41,48,28,1,8,19,22,38,87,0.437,13,31,0.419,17,23,0.739,9,19,28,26,10,2,10,23
42005,Dallas Mavericks,Phoenix Suns,0040500312,2006-05-26,W,7.0,38,80,0.475,4,11,0.364,25,36,0.694,11,37,48,17,4,4,8,12,40,89,0.449,10,23,0.435,8,11,0.727,7,32,39,23,6,7,9,24
42005,San Antonio Spurs,Dallas Mavericks,0040500227,2006-05-22,L,-8.0,36,76,0.474,6,19,0.316,33,39,0.846,7,27,34,16,6,10,10,25,42,81,0.519,7,17,0.412,28,31,0.903,9,32,41,15,3,5,11,32
42005,Detroit Pistons,Cleveland Cavaliers,0040500207,2006-05-21,W,18.0,29,68,0.426,3,13,0.231,18,32,0.563,13,35,48,11,4,6,9,22,20,65,0.308,1,12,0.083,20,27,0.741,9,27,36,9,6,1,12,28
42005,Miami Heat,New Jersey Nets,0040500212,2006-05-10,W,22.0,39,74,0.527,11,20,0.55,22,31,0.71,9,29,38,22,5,0,12,25,28,70,0.4,5,16,0.313,28,35,0.8,9,21,30,15,8,4,13,27
42005,Sacramento Kings,San Antonio Spurs,0040500146,2006-05-05,L,-22.0,28,68,0.412,4,16,0.25,23,30,0.767,10,29,39,14,9,2,20,26,39,77,0.506,9,19,0.474,18,24,0.75,9,29,38,20,8,4,11,21
42005,Los Angeles Lakers,Phoenix Suns,0040500156,2006-05-04,L,-8.0,47,85,0.553,9,23,0.391,15,22,0.682,12,27,39,23,8,1,20,30,46,81,0.568,9,20,0.45,25,29,0.862,6,25,31,26,8,1,13,23
42005,San Antonio Spurs,Sacramento Kings,0040500141,2006-04-22,W,34.0,42,73,0.575,11,17,0.647,27,32,0.844,12,39,51,25,5,6,12,20,33,84,0.393,5,14,0.357,17,20,0.85,13,19,32,14,7,0,9,25
42005,Los Angeles Lakers,Phoenix Suns,0040500154,2006-04-30,W,1.0,34,77,0.442,7,21,0.333,24,31,0.774,9,33,42,21,5,1,17,22,39,89,0.438,7,20,0.35,13,15,0.867,7,34,41,25,5,3,11,25
42005,San Antonio Spurs,Sacramento Kings,0040500145,2006-05-02,W,11.0,39,68,0.574,7,16,0.438,24,27,0.889,7,33,40,27,3,4,14,23,34,77,0.442,10,22,0.455,20,25,0.8,11,19,30,17,11,3,9,27
42005,Dallas Mavericks,San Antonio Spurs,0040500226,2006-05-19,L,-5.0,32,83,0.386,5,14,0.357,17,20,0.85,12,30,42,15,7,8,15,29,29,67,0.433,4,10,0.4,29,34,0.853,4,35,39,11,7,7,16,19
42005,Cleveland Cavaliers,Detroit Pistons,0040500206,2006-05-19,L,-2.0,30,67,0.448,2,12,0.167,20,24,0.833,12,30,42,17,4,5,13,22,31,68,0.456,6,14,0.429,16,28,0.571,11,24,35,17,9,5,10,19
42005,Washington Wizards,Cleveland Cavaliers,0040500134,2006-04-30,W,10.0,33,78,0.423,8,20,0.4,32,40,0.8,14,25,39,16,7,3,11,21,34,68,0.5,9,22,0.409,19,25,0.76,9,30,39,15,6,4,22,34
42005,Phoenix Suns,Los Angeles Lakers,0040500157,2006-05-06,W,31.0,47,77,0.61,10,21,0.476,17,18,0.944,1,36,37,24,5,3,10,13,32,91,0.352,8,27,0.296,18,19,0.947,15,26,41,10,6,2,10,21
