SEASON_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_ID,GAME_DATE,HWIN,HPLUSMINUS,HFGM,HFGA,HFG_PCT,HFG3M,HFG3A,HFG3_PCT,HFTM,HFTA,HFT_PCT,HOREB,HDREB,HREB,HAST,HSTL,HBLK,HTOV,HPF,AFGM,AFGA,AFG_PCT,AFG3M,AFG3A,AFG3_PCT,AFTM,AFTA,AFT_PCT,AOREB,ADREB,AREB,AAST,ASTL,ABLK,ATOV,APF
42007,Detroit Pistons,Philadelphia 76ers,0040700112,2008-04-23,W,17.0,45,82,0.549,4,12,0.333,11,15,0.733,14,28,42,26,3,6,14,22,32,81,0.395,1,6,0.167,23,35,0.657,19,15,34,12,5,3,10,16
42007,Utah Jazz,Houston Rockets,0040700173,2008-04-24,L,-2.0,32,70,0.457,8,17,0.471,20,33,0.606,13,26,39,20,3,7,12,24,36,81,0.444,6,16,0.375,16,22,0.727,16,27,43,20,7,7,9,26
42007,Atlanta Hawks,Boston Celtics,0040700104,2008-04-28,W,5.0,32,67,0.478,4,18,0.222,29,33,0.879,8,29,37,16,4,8,17,22,35,85,0.412,12,23,0.522,10,18,0.556,15,21,36,26,11,3,10,24
42007,Houston Rockets,Utah Jazz,0040700175,2008-04-29,W,26.0,37,79,0.468,6,18,0.333,15,19,0.789,11,35,46,19,10,4,13,18,27,74,0.365,2,9,0.222,13,23,0.565,12,26,38,15,8,5,18,17
42007,Philadelphia 76ers,Detroit Pistons,0040700116,2008-05-01,L,-23.0,25,74,0.338,3,13,0.231,24,36,0.667,15,19,34,12,11,2,11,16,39,67,0.582,9,16,0.563,13,16,0.813,7,32,39,28,4,2,16,26
42007,San Antonio Spurs,Los Angeles Lakers,0040700313,2008-05-25,W,19.0,38,74,0.514,10,18,0.556,17,23,0.739,3,36,39,22,4,4,12,19,35,82,0.427,6,17,0.353,8,17,0.471,8,34,42,13,5,0,13,22
42007,San Antonio Spurs,Los Angeles Lakers,0040700314,2008-05-27,L,-2.0,30,75,0.4,7,24,0.292,24,26,0.923,8,29,37,22,7,4,8,21,38,85,0.447,3,14,0.214,14,19,0.737,13,33,46,17,5,3,14,24
42007,New Orleans Hornets,San Antonio Spurs,0040700235,2008-05-13,W,22.0,34,76,0.447,8,15,0.533,25,33,0.758,12,38,50,24,8,8,6,23,29,77,0.377,9,23,0.391,12,18,0.667,10,31,41,20,1,2,10,30
42007,Los Angeles Lakers,Boston Celtics,0040700403,2008-06-10,W,6.0,30,69,0.435,6,14,0.429,21,34,0.618,9,35,44,17,4,6,12,23,29,83,0.349,8,18,0.444,15,22,0.682,14,31,45,19,8,8,13,28
42007,Orlando Magic,Toronto Raptors,0040700122,2008-04-22,W,1.0,38,89,0.427,9,31,0.29,19,23,0.826,16,32,48,19,10,5,13,20,37,81,0.457,11,29,0.379,18,20,0.9,7,33,40,21,4,1,13,23
42007,Phoenix Suns,San Antonio Spurs,0040700164,2008-04-27,W,19.0,38,89,0.427,9,20,0.45,20,27,0.741,12,35,47,20,6,9,8,23,32,82,0.39,4,11,0.364,18,24,0.75,12,34,46,12,1,3,15,27
42007,Cleveland Cavaliers,Washington Wizards,0040700131,2008-04-19,W,7.0,30,76,0.395,5,19,0.263,28,37,0.757,7,36,43,24,6,5,8,17,33,82,0.402,6,24,0.25,14,17,0.824,10,32,42,16,4,3,13,26
42007,Los Angeles Lakers,Boston Celtics,0040700405,2008-06-15,W,5.0,36,79,0.456,8,27,0.296,23,31,0.742,10,30,40,19,11,7,17,28,33,77,0.429,8,22,0.364,24,31,0.774,11,26,37,20,6,2,18,28
42007,Orlando Magic,Toronto Raptors,0040700125,2008-04-28,W,10.0,35,78,0.449,9,32,0.281,23,28,0.821,16,39,55,21,3,3,13,14,35,85,0.412,8,22,0.364,14,17,0.824,9,28,37,20,9,1,6,24
