SEASON_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_ID,GAME_DATE,HWIN,HPLUSMINUS,HFGM,HFGA,HFG_PCT,HFG3M,HFG3A,HFG3_PCT,HFTM,HFTA,HFT_PCT,HOREB,HDREB,HREB,HAST,HSTL,HBLK,HTOV,HPF,AFGM,AFGA,AFG_PCT,AFG3M,AFG3A,AFG3_PCT,AFTM,AFTA,AFT_PCT,AOREB,ADREB,AREB,AAST,ASTL,ABLK,ATOV,APF
42000,Toronto Raptors,New York Knicks,0040000032,2001-05-02,W,7.0,34,76,0.447,8,17,0.471,24,33,0.727,12,26,38,15,10,8,16,26,34,68,0.5,6,16,0.375,19,24,0.792,6,25,31,17,6,4,18,30
42000,Los Angeles Lakers,Portland Trail Blazers,0040000005,2001-04-22,W,13.0,38,87,0.437,6,19,0.316,24,33,0.727,17,31,48,20,11,3,8,26,32,72,0.444,5,18,0.278,24,34,0.706,11,28,39,17,6,5,13,24
42000,Sacramento Kings,Los Angeles Lakers,0040000051,2001-05-13,L,-6.0,37,81,0.457,9,18,0.5,30,32,0.938,17,21,38,22,7,5,17,32,39,78,0.5,6,12,0.5,35,44,0.795,17,24,41,17,7,5,15,25
42000,Milwaukee Bucks,Charlotte Hornets,0040000042,2001-05-08,W,1.0,35,83,0.422,7,14,0.5,14,19,0.737,18,26,44,21,7,9,12,23,35,80,0.438,0,6,0.0,20,26,0.769,18,24,42,22,6,4,11,19
42000,Los Angeles Lakers,San Antonio Spurs,0040000072,2001-05-27,W,29.0,42,86,0.488,10,22,0.455,17,28,0.607,16,38,54,30,10,4,13,23,31,77,0.403,3,16,0.188,17,25,0.68,6,27,33,15,7,7,13,24
42000,San Antonio Spurs,Los Angeles Lakers,0040000069,2001-05-19,L,-14.0,34,78,0.436,5,15,0.333,17,21,0.81,9,31,40,17,6,10,15,21,41,87,0.471,7,14,0.5,15,23,0.652,13,36,49,24,12,6,14,20
42000,Minnesota Timberwolves,San Antonio Spurs,0040000019,2001-04-28,W,9.0,34,79,0.43,4,9,0.444,21,27,0.778,9,31,40,20,12,5,12,27,28,71,0.394,5,16,0.313,23,30,0.767,11,28,39,14,3,4,18,25
42000,Philadelphia 76ers,Los Angeles Lakers,0040000087,2001-06-15,L,-12.0,37,90,0.411,4,15,0.267,18,26,0.692,20,31,51,23,6,4,10,32,32,71,0.451,12,17,0.706,32,45,0.711,14,33,47,21,6,10,12,22
42000,San Antonio Spurs,Dallas Mavericks,0040000055,2001-05-05,W,16.0,32,73,0.438,6,13,0.462,24,37,0.649,11,39,50,19,6,5,12,24,30,81,0.37,3,16,0.188,15,17,0.882,9,33,42,18,5,9,12,28
42000,Philadelphia 76ers,Milwaukee Bucks,0040000082,2001-06-03,W,17.0,40,88,0.455,5,10,0.5,23,32,0.719,17,30,47,28,11,8,5,18,34,76,0.447,5,16,0.313,18,19,0.947,9,29,38,19,3,7,15,24
42000,Milwaukee Bucks,Orlando Magic,0040000006,2001-04-22,W,13.0,39,97,0.402,5,18,0.278,20,28,0.714,23,36,59,26,9,4,11,25,32,81,0.395,8,19,0.421,18,23,0.783,10,32,42,22,7,6,12,25
42000,Portland Trail Blazers,Los Angeles Lakers,0040000022,2001-04-29,L,-13.0,34,88,0.386,6,23,0.261,12,13,0.923,11,31,42,13,7,2,14,22,36,81,0.444,4,19,0.211,23,30,0.767,11,39,50,25,8,2,12,17
42000,Miami Heat,Charlotte Hornets,0040000003,2001-04-21,L,-26.0,30,68,0.441,5,18,0.278,15,21,0.714,6,27,33,17,6,7,23,26,37,77,0.481,7,15,0.467,25,29,0.862,9,30,39,21,17,4,15,26
42000,Charlotte Hornets,Milwaukee Bucks,0040000047,2001-05-17,L,-7.0,28,72,0.389,6,17,0.353,35,43,0.814,10,25,35,16,7,5,13,18,38,76,0.5,4,11,0.364,24,26,0.923,8,31,39,21,8,7,14,30
42000,Milwaukee Bucks,Philadelphia 76ers,0040000078,2001-05-26,W,6.0,30,72,0.417,2,12,0.167,18,23,0.783,14,29,43,13,7,6,13,28,25,70,0.357,4,10,0.4,20,31,0.645,12,28,40,19,9,1,14,21
42000,Dallas Mavericks,San Antonio Spurs,0040000057,2001-05-09,L,-14.0,33,95,0.347,9,17,0.529,15,22,0.682,21,27,48,19,8,6,11,28,36,75,0.48,10,21,0.476,22,32,0.688,14,40,54,23,7,5,18,23
42000,Indiana Pacers,Philadelphia 76ers,0040000031,2001-05-02,L,-3.0,34,79,0.43,8,19,0.421,9,10,0.9,9,30,39,23,0,5,12,24,30,78,0.385,4,13,0.308,24,29,0.828,12,31,43,18,7,7,7,17
42000,San Antonio Spurs,Los Angeles Lakers,0040000070,2001-05-21,L,-7.0,27,71,0.38,4,16,0.25,23,25,0.92,11,31,42,17,4,7,14,17,35,79,0.443,8,18,0.444,10,18,0.556,9,32,41,17,9,5,7,19
42000,Indiana Pacers,Philadelphia 76ers,0040000021,2001-04-28,L,-5.0,32,86,0.372,6,23,0.261,17,19,0.895,13,29,42,20,7,2,10,27,34,83,0.41,1,7,0.143,23,31,0.742,19,34,53,17,6,4,12,22
42000,Toronto Raptors,New York Knicks,0040000024,2001-04-29,L,-8.0,32,77,0.416,3,7,0.429,22,27,0.815,13,25,38,19,2,5,13,23,37,70,0.529,4,12,0.333,19,23,0.826,5,26,31,13,5,3,9,24
42000,Orlando Magic,Milwaukee Bucks,0040000020,2001-04-28,W,5.0,44,98,0.449,9,23,0.391,24,32,0.75,14,34,48,19,11,9,16,29,37,93,0.398,6,23,0.261,36,42,0.857,15,38,53,18,10,5,15,28
42000,Dallas Mavericks,Utah Jazz,0040000018,2001-04-28,W,3.0,32,83,0.386,4,15,0.267,26,30,0.867,12,33,45,15,6,2,11,15,39,85,0.459,5,15,0.333,8,11,0.727,13,36,49,29,3,8,17,30
42000,Philadelphia 76ers,Indiana Pacers,0040000004,2001-04-21,L,-1.0,31,78,0.397,1,9,0.111,15,19,0.789,11,41,52,23,5,6,11,19,31,87,0.356,5,14,0.357,12,14,0.857,11,32,43,20,4,5,7,18
42000,Sacramento Kings,Phoenix Suns,0040000014,2001-04-25,W,26.0,44,88,0.5,7,16,0.438,21,25,0.84,14,41,55,23,6,6,15,20,32,96,0.333,4,17,0.235,22,26,0.846,17,25,42,21,11,5,8,17
42000,Philadelphia 76ers,Toronto Raptors,0040000063,2001-05-09,W,5.0,34,79,0.43,4,7,0.571,25,26,0.962,11,33,44,14,8,5,9,16,38,83,0.458,9,21,0.429,7,13,0.538,10,31,41,29,6,5,9,20
42000,Charlotte Hornets,Miami Heat,0040000017,2001-04-27,W,15.0,33,73,0.452,2,10,0.2,26,33,0.788,12,33,45,18,9,7,10,19,28,72,0.389,5,10,0.5,18,27,0.667,8,31,39,17,4,3,15,23
