SEASON_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_ID,GAME_DATE,HWIN,HPLUSMINUS,HFGM,HFGA,HFG_PCT,HFG3M,HFG3A,HFG3_PCT,HFTM,HFTA,HFT_PCT,HOREB,HDREB,HREB,HAST,HSTL,HBLK,HTOV,HPF,AFGM,AFGA,AFG_PCT,AFG3M,AFG3A,AFG3_PCT,AFTM,AFTA,AFT_PCT,AOREB,ADREB,AREB,AAST,ASTL,ABLK,ATOV,APF
42010,Indiana Pacers,Chicago Bulls,0041000103,2011-04-21,L,-4.0,33,87,0.379,1,10,0.1,17,18,0.944,15,27,42,11,10,6,11,20,28,72,0.389,9,20,0.45,23,27,0.852,10,32,42,20,7,9,15,20
42010,Portland Trail Blazers,Dallas Mavericks,0041000163,2011-04-21,W,5.0,36,75,0.48,8,14,0.571,17,21,0.81,7,30,37,18,8,6,9,20,35,68,0.515,9,22,0.409,13,23,0.565,7,30,37,16,4,3,16,22
42010,Memphis Grizzlies,San Antonio Spurs,0041000144,2011-04-25,W,18.0,41,81,0.506,5,12,0.417,17,21,0.81,9,30,39,22,8,3,8,19,35,75,0.467,5,18,0.278,11,14,0.786,9,28,37,16,6,4,17,16
42010,Miami Heat,Dallas Mavericks,0041000401,2011-05-31,W,8.0,31,80,0.388,11,24,0.458,19,26,0.731,16,30,46,20,5,4,10,21,25,67,0.373,9,22,0.409,25,32,0.781,6,30,36,18,6,8,11,22
42010,Dallas Mavericks,Portland Trail Blazers,0041000165,2011-04-25,W,11.0,32,78,0.41,3,17,0.176,26,35,0.743,20,29,49,22,8,4,12,19,32,74,0.432,4,16,0.25,14,19,0.737,9,28,37,13,6,7,12,24
42010,Oklahoma City Thunder,Denver Nuggets,0041000175,2011-04-27,W,3.0,30,82,0.366,6,24,0.25,34,42,0.81,16,35,51,16,10,14,14,19,36,78,0.462,8,18,0.444,17,21,0.81,4,34,38,16,8,3,18,27
42010,Los Angeles Lakers,New Orleans Hornets,0041000151,2011-04-17,L,-9.0,34,74,0.459,6,13,0.462,26,33,0.788,9,32,41,17,1,5,13,24,41,79,0.519,4,11,0.364,23,33,0.697,4,29,33,24,8,1,3,22
42010,Memphis Grizzlies,Oklahoma City Thunder,0041000226,2011-05-13,W,12.0,36,83,0.434,5,16,0.313,18,22,0.818,7,34,41,20,10,5,11,22,31,74,0.419,4,25,0.16,17,24,0.708,6,35,41,15,4,6,16,21
42010,Miami Heat,Boston Celtics,0041000211,2011-05-01,W,9.0,32,68,0.471,9,19,0.474,26,32,0.813,5,34,39,17,7,8,16,21,32,75,0.427,12,24,0.5,14,18,0.778,7,32,39,18,7,3,13,24
42010,Memphis Grizzlies,San Antonio Spurs,0041000143,2011-04-23,W,3.0,33,78,0.423,4,11,0.364,21,29,0.724,8,29,37,24,7,4,10,24,31,75,0.413,2,15,0.133,24,32,0.75,12,36,48,19,4,10,13,19
42010,Dallas Mavericks,Oklahoma City Thunder,0041000315,2011-05-25,W,4.0,32,78,0.41,5,20,0.25,31,36,0.861,14,30,44,19,8,5,12,17,35,82,0.427,5,16,0.313,21,25,0.84,15,34,49,16,7,7,13,24
42010,Denver Nuggets,Oklahoma City Thunder,0041000173,2011-04-23,L,-3.0,29,78,0.372,6,23,0.261,30,45,0.667,10,33,43,18,4,6,12,25,29,80,0.363,6,21,0.286,33,43,0.767,11,38,49,17,5,9,9,31
42010,San Antonio Spurs,Memphis Grizzlies,0041000141,2011-04-17,L,-3.0,28,70,0.4,6,15,0.4,36,47,0.766,11,29,40,13,7,3,10,27,37,67,0.552,6,10,0.6,21,33,0.636,5,33,38,22,2,5,16,33
42010,Orlando Magic,Atlanta Hawks,0041000132,2011-04-19,W,6.0,27,78,0.346,5,23,0.217,29,36,0.806,20,32,52,9,9,2,16,21,32,81,0.395,7,20,0.35,11,17,0.647,13,26,39,15,7,7,15,27
42010,Atlanta Hawks,Chicago Bulls,0041000206,2011-05-12,L,-20.0,27,74,0.365,1,11,0.091,18,25,0.72,9,26,35,14,8,3,12,12,41,77,0.532,3,13,0.231,8,10,0.8,6,29,35,34,7,6,10,22
42010,Oklahoma City Thunder,Denver Nuggets,0041000171,2011-04-17,W,4.0,38,77,0.494,9,19,0.474,22,28,0.786,7,30,37,15,4,8,11,22,39,77,0.506,4,16,0.25,21,33,0.636,5,29,34,23,9,4,11,24
42010,Chicago Bulls,Indiana Pacers,0041000101,2011-04-16,W,5.0,36,82,0.439,6,20,0.3,26,32,0.813,21,28,49,18,6,9,14,21,39,84,0.464,10,18,0.556,11,17,0.647,13,21,34,21,8,6,10,25
42010,Philadelphia 76ers,Miami Heat,0041000114,2011-04-24,W,4.0,32,79,0.405,8,18,0.444,14,16,0.875,9,40,49,18,7,4,13,18,30,78,0.385,5,23,0.217,17,21,0.81,9,32,41,14,8,8,8,17
42010,Miami Heat,Chicago Bulls,0041000304,2011-05-24,W,8.0,32,75,0.427,5,13,0.385,32,38,0.842,8,33,41,12,12,10,15,24,35,87,0.402,6,24,0.25,17,22,0.773,10,32,42,20,8,5,19,28
