SEASON_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_ID,GAME_DATE,HWIN,HPLUSMINUS,HFGM,HFGA,HFG_PCT,HFG3M,HFG3A,HFG3_PCT,HFTM,HFTA,HFT_PCT,HOREB,HDREB,HREB,HAST,HSTL,HBLK,HTOV,HPF,AFGM,AFGA,AFG_PCT,AFG3M,AFG3A,AFG3_PCT,AFTM,AFTA,AFT_PCT,AOREB,ADREB,AREB,AAST,ASTL,ABLK,ATOV,APF
42013,Indiana Pacers,Atlanta Hawks,0041300101,2014-04-19,L,-8.0,34,81,0.42,9,21,0.429,16,23,0.696,14,32,46,19,8,4,15,29,33,76,0.434,11,30,0.367,24,29,0.828,9,33,42,13,6,7,12,20
42013,Oklahoma City Thunder,Los Angeles Clippers,0041300235,2014-05-13,W,1.0,33,77,0.429,7,17,0.412,32,36,0.889,7,37,44,14,9,5,12,21,38,88,0.432,12,27,0.444,16,20,0.8,12,32,44,21,7,4,17,28
42013,Washington Wizards,Indiana Pacers,0041300206,2014-05-15,L,-13.0,31,79,0.392,2,18,0.111,16,20,0.8,9,31,40,17,4,3,11,23,37,72,0.514,2,10,0.2,17,25,0.68,5,33,38,18,6,4,11,23
42013,Golden State Warriors,Los Angeles Clippers,0041300166,2014-05-01,W,1.0,35,89,0.393,7,24,0.292,23,37,0.622,18,32,50,20,7,4,8,24,32,86,0.372,11,34,0.324,24,33,0.727,15,38,53,22,3,5,12,28
42013,Indiana Pacers,Miami Heat,0041300301,2014-05-18,W,11.0,35,68,0.515,8,19,0.421,29,37,0.784,7,31,38,23,4,3,12,15,40,78,0.513,6,23,0.261,10,15,0.667,4,25,29,23,7,4,11,26
42013,San Antonio Spurs,Miami Heat,0041300405,2014-06-15,W,17.0,37,78,0.474,12,26,0.462,18,23,0.783,6,34,40,25,5,4,8,21,30,75,0.4,7,25,0.28,20,27,0.741,5,36,41,14,5,4,10,23
42013,Los Angeles Clippers,Oklahoma City Thunder,0041300234,2014-05-11,W,2.0,39,93,0.419,3,21,0.143,20,29,0.69,15,30,45,23,11,4,9,24,33,75,0.44,7,24,0.292,26,34,0.765,9,34,43,17,6,8,16,27
42013,Brooklyn Nets,Toronto Raptors,0041300126,2014-05-02,W,14.0,36,77,0.468,6,21,0.286,19,25,0.76,9,36,45,17,10,5,12,14,30,78,0.385,7,24,0.292,16,20,0.8,8,34,42,16,9,3,14,25
42013,Oklahoma City Thunder,San Antonio Spurs,0041300313,2014-05-25,W,9.0,37,81,0.457,6,22,0.273,26,31,0.839,15,37,52,17,7,10,18,24,36,91,0.396,10,26,0.385,15,16,0.938,11,25,36,22,6,2,16,20
42013,Charlotte Bobcats,Miami Heat,0041300114,2014-04-28,L,-11.0,35,69,0.507,7,25,0.28,21,30,0.7,6,30,36,22,4,6,16,24,39,78,0.5,9,24,0.375,22,29,0.759,5,28,33,25,7,2,8,21
